token_id,token,similarity,type
2478,za,0.0563,residual
2487,ĠIreland,0.06,residual
2495,ien,0.0815,residual
2504,Ġspread,0.0422,residual
2512,Ġyourself,0.0355,residual
2521,ĠCentre,0.0548,residual
2531,ini,0.0487,residual
2539,Ġclients,0.043,residual
2549,Ġhair,0.0848,residual
2558,ren,0.054,residual
2566,Ġfirms,0.0793,residual
2575,ĠSal,0.0359,residual
2583,ama,0.0735,residual
2591,Ġprotection,0.0749,residual
2599,Ġcuts,0.0511,residual
2607,Ġhelps,0.0664,residual
2618,ĠAlex,0.0581,residual
2627,ĠItaly,0.0735,residual
2637,Ġsanctions,0.1008,residual
2645,ett,0.0612,residual
2655,Ġknowledge,0.0892,residual
2664,Ġtr,0.0359,residual
2673,Ġrecorded,0.0607,residual
2682,Ġstuff,0.1201,residual
2690,Ġstars,0.0841,residual
2698,Ġdirection,0.0646,residual
2706,Ġgeneration,0.058,residual
2715,ĠIslamic,0.0647,residual
2723,ort,0.063,residual
2731,Ġcore,0.0465,residual
2739,wa,0.0563,residual
2748,Ġconnection,0.0609,residual
2756,Ġoccurred,0.0913,residual
2764,Ġcon,0.0436,residual
2773,Ġeasily,0.066,residual
2781,Ġdelivered,0.0756,residual
2789,Ġcloser,0.0428,residual
2797,Ġcorner,0.0642,residual
2805,ĠUSA,0.0377,residual
2814,Ġwelcome,0.0774,residual
2822,ĠReal,0.0483,residual
2830,ĠInvestment,0.1121,residual
2838,iting,0.0882,residual
2846,Ġapproval,0.1022,residual
2855,ny,0.0688,residual
2863,Ġalongside,0.0463,residual
2872,ĠReport,0.0731,residual
2881,32,0.0415,residual
2889,IA,0.0691,residual
2898,ĠJapanese,0.0487,residual
2907,ĠShow,0.0665,residual
2915,TV,0.1232,residual
2923,ats,0.0624,residual
2932,Ġparking,0.0943,residual
2940,80,0.0644,residual
2948,Ġteachers,0.0926,residual
2956,Ġideas,0.0883,residual
2964,Ġconducted,0.0461,residual
2972,Ġsk,0.0512,residual
2981,ey,0.0693,residual
2989,market,0.1336,residual
2997,Ġmarried,0.051,residual
3005,ĠRob,0.0224,residual
3014,Ġmaintain,0.0723,residual
3022,Ġhitting,0.0555,residual
3030,Ġdetermined,0.0243,residual
3038,Ġeffects,0.0632,residual
3050,Ġconflict,0.0694,residual
3059,Ġassociated,0.0436,residual
3068,Ġride,0.0899,residual
3076,ĠNations,0.1021,residual
3086,ĠAdam,0.0546,residual
3094,Ġdetermine,0.0795,residual
3102,ĠAsian,0.0688,residual
3111,Ġfarmers,0.0667,residual
3119,ita,0.0889,residual
3127,Ġtruly,0.0329,residual
3135,Ġ52,0.0504,residual
3144,ki,0.0686,residual
3152,Ġrock,0.0648,residual
3160,ĠDallas,0.0526,residual
3169,Ġimmediate,0.1019,residual
3178,ba,0.0663,residual
3188,Ġradio,0.0733,residual
3196,OS,0.0601,residual
3204,ec,0.0652,residual
3213,Ġaccident,0.0808,residual
3221,Ġdiscussion,0.0853,residual
3230,Ġconfident,0.0899,residual
3238,Ġepisode,0.0677,residual
3247,Ġtargets,0.0598,residual
3255,Ġchances,0.0546,residual
3264,Ġaccept,0.0744,residual
3272,37,0.0669,residual
3280,Ġbasic,0.0591,residual
3288,ĠRaj,0.0512,residual
3296,ĠSu,0.0346,residual
3305,44,0.0619,residual
3313,Ġresident,0.0475,residual
3321,burg,0.0719,residual
3330,Ġ42,0.0457,residual
3340,app,0.0415,residual
3349,Ġpr,0.0464,residual
3357,Ġreturning,0.0606,residual
3365,Ġorders,0.0572,residual
3373,Ġdiscussed,0.0648,residual
3381,Ã§,0.0808,residual
3389,ĠAssembly,0.0608,residual
3398,ette,0.068,residual
3407,que,0.0653,residual
3416,39,0.0726,residual
3424,Ġvideos,0.1025,residual
3432,ith,0.0698,residual
3440,Ġasset,0.1191,residual
3448,Ġaimed,0.0518,residual
3457,Ġtests,0.0578,residual
3465,ĠIsraeli,0.0571,residual
3473,Ġcomfortable,0.0603,residual
3481,Ġassists,0.1101,residual
3490,Ġ55,0.0467,residual
3499,ĠPatrick,0.0612,residual
3508,Ġpurpose,0.0688,residual
3516,ĠBush,0.044,residual
3524,Ġgolf,0.1426,residual
3533,ĠJosh,0.0533,residual
3541,Ġfilms,0.0972,residual
3549,Ġkill,0.0466,residual
3557,Ġ43,0.0582,residual
3565,Ġsharing,0.0667,residual
3574,ĠSocial,0.0643,residual
3583,week,0.1084,residual
3592,hi,0.0528,residual
3600,ĠHam,0.0392,residual
3608,Ġsuggest,0.0584,residual
3616,Ġmanage,0.091,residual
3624,der,0.055,residual
3632,SC,0.1024,residual
3640,Ġseriously,0.0716,residual
3648,ati,0.0731,residual
3657,ĠSingh,0.0965,residual
3665,Ġconnected,0.0631,residual
3673,Ġcoast,0.0578,residual
3681,Ġsees,0.0563,residual
3690,looking,0.1304,residual
3698,use,0.0606,residual
3707,aff,0.0826,residual
3715,Ġinning,0.1369,residual
3724,Ġfactor,0.0601,residual
3732,TH,0.0539,residual
3740,ĠHarris,0.0633,residual
3748,Ġweb,0.0509,residual
3758,Ġring,0.052,residual
3766,Ġalcohol,0.1195,residual
3775,Ġpersonnel,0.0669,residual
3786,ified,0.0717,residual
3795,Ġmom,0.0571,residual
3804,ched,0.0762,residual
3812,Ġjunior,0.0956,residual
3821,Ġseventh,0.0581,residual
3829,Ġlikes,0.0739,residual
3837,ĠThank,0.0541,residual
3846,ĠEagles,0.1139,residual
3854,Ġdistribution,0.0942,residual
3862,Ġnewly,0.0517,residual
3871,Ġequal,0.0524,residual
3880,Ġsets,0.0455,residual
3888,PS,0.0699,residual
3897,43,0.0697,residual
3905,Ġfollows,0.0365,residual
3915,Ġworried,0.0541,residual
3924,Ġwidely,0.0386,residual
3932,ĠGOP,0.1132,residual
3940,Ġjury,0.0776,residual
3950,Ġfalse,0.0507,residual
3958,Ġguests,0.1009,residual
3966,ĠRatings,0.1389,residual
3975,Ġfaith,0.0639,residual
3983,bo,0.0357,residual
3991,Ġassist,0.0741,residual
3999,nt,0.0412,residual
4008,Ġheavily,0.0553,residual
4016,Ġdownload,0.0687,residual
4024,Ġdrove,0.0764,residual
4032,Ġspokesperson,0.1039,residual
4040,ram,0.0415,residual
4050,Ġclasses,0.0378,residual
4059,Ġ46,0.0445,residual
4067,Ġrespectively,0.0458,residual
4075,ured,0.0614,residual
4083,Ġinspired,0.0619,residual
4092,bound,0.0888,residual
4100,Ġapparently,0.0467,residual
4109,ĠIowa,0.0516,residual
4117,Ġknee,0.0592,residual
4125,ĠBall,0.0381,residual
4136,Ġplastic,0.0786,residual
4144,Ġprivacy,0.1071,residual
4154,UN,0.0777,residual
4162,season,0.1427,residual
4170,ĠOntario,0.059,residual
4178,Ġlabor,0.1094,residual
4187,Ġclassic,0.0455,residual
4196,Ġmanaging,0.0991,residual
4204,Ġmetal,0.0952,residual
4213,ĠMer,0.023,residual
4221,Ġsettlement,0.0613,residual
4229,ĠAwards,0.1043,residual
4238,Ġchannel,0.0356,residual
4247,Ġphones,0.1168,residual
4256,ĠFar,0.044,residual
4265,Ġthinks,0.0797,residual
4273,ĠBur,0.0225,residual
4281,Ġmixed,0.0617,residual
4289,Ġreaction,0.0838,residual
4298,Ġmotion,0.077,residual
4306,och,0.0647,residual
4314,ĠPatriots,0.1052,residual
4323,ĠBer,0.0378,residual
4331,Ġharassment,0.1189,residual
4339,ms,0.051,residual
4347,ida,0.0759,residual
4356,Ġim,0.0323,residual
4364,Ġaside,0.0563,residual
4375,Ġstable,0.0488,residual
4383,ology,0.1487,residual
4392,Ġprofile,0.0555,residual
4400,Ġet,0.0276,residual
4408,Ġpassenger,0.0774,residual
4417,ĠNas,0.0792,residual
4426,Ġproducers,0.0652,residual
4434,ĠRick,0.0395,residual
4442,Ġextend,0.0584,residual
4451,Ġlineup,0.0832,residual
4459,Ġroster,0.0786,residual
4467,ute,0.0785,residual
4475,ĠDave,0.0374,residual
4483,level,0.1011,residual
4491,Ġfallen,0.0557,residual
4499,Ġessential,0.0832,residual
4507,Ġhanded,0.0774,residual
4516,ĠAD,0.059,residual
4525,Ġ1990,0.0451,residual
4534,Ġrookie,0.0644,residual
4542,Ġserves,0.064,residual
4550,ef,0.059,residual
4558,Ġanywhere,0.0528,residual
4568,Ġpreparing,0.0767,residual
4577,Ġcorrect,0.0711,residual
4586,ĠJewish,0.0495,residual
4595,Ġregularly,0.0356,residual
4604,ĠMemorial,0.064,residual
4612,ĠBarcelona,0.0839,residual
4620,Ġforms,0.0426,residual
4628,aged,0.0763,residual
4636,ode,0.0736,residual
4644,ĠGreece,0.0856,residual
4652,88,0.073,residual
4660,Ġcompensation,0.095,residual
4670,stone,0.0857,residual
4680,ĠEnd,0.0463,residual
4690,ĠElizabeth,0.0716,residual
4699,illa,0.1011,residual
4707,Ġspecies,0.0718,residual
4715,ili,0.0892,residual
4723,Ġsectors,0.1117,residual
4731,Ġflying,0.0801,residual
4740,gy,0.0704,residual
4748,ible,0.0877,residual
4756,Ġobtained,0.0458,residual
4764,Ġwealth,0.1444,residual
4772,Ġ56,0.0223,residual
4781,uss,0.0691,residual
4791,ae,0.0594,residual
4799,ĠET,0.0628,residual
4807,Äĩ,0.114,residual
4818,Ġplatforms,0.1104,residual
4827,ĠManager,0.0963,residual
4835,Ġdrinking,0.0948,residual
4843,ient,0.0938,residual
4853,Ġcritics,0.0801,residual
4861,Ġmaintenance,0.0915,residual
4869,ĠEvans,0.0559,residual
4877,Ġinches,0.0815,residual
4885,Ġref,0.0501,residual
4894,ough,0.0879,residual
4902,Ġownership,0.0906,residual
4910,Ġguest,0.0887,residual
4918,Ġcollaboration,0.0754,residual
4926,rs,0.0586,residual
4934,ĠFive,0.047,residual
4942,ĠOrleans,0.0975,residual
4951,Ġfought,0.1046,residual
4960,Ġafford,0.1026,residual
4968,Ġbanned,0.0623,residual
4976,Ġlaid,0.0575,residual
4984,Ġrecognized,0.0408,residual
4992,mo,0.0508,residual
5003,ias,0.0979,residual
5012,Ġcreation,0.0663,residual
5022,ray,0.1006,residual
5030,Ġve,0.0465,residual
5038,ĠAtlantic,0.0834,residual
5046,89,0.0641,residual
5054,NG,0.0957,residual
5062,ĠUFC,0.1354,residual
5071,ĠVancouver,0.0742,residual
5079,ras,0.0843,residual
5088,ĠStation,0.0675,residual
5098,ĠTigers,0.1222,residual
5107,ni,0.0676,residual
5115,ĠLag,0.0326,residual
5124,Ġregister,0.0702,residual
5132,ĠTheatre,0.1143,residual
5140,Ġelsewhere,0.0632,residual
5148,ĠOk,0.0552,residual
5157,Ġsecurities,0.1493,residual
5166,osa,0.102,residual
5174,DP,0.1075,residual
5182,cast,0.0822,residual
5191,aro,0.0881,residual
5199,RC,0.063,residual
5208,98,0.0749,residual
5216,IR,0.0639,residual
5224,ress,0.0824,residual
5233,ĠWWE,0.1211,residual
5241,Ġ2002,0.0533,residual
5250,Ġballot,0.0905,residual
